victim_id,title,outlet,url
V1-0454,Officer tells inquest that Hamilton teen looked 'desperate to stab me' before shooting,CBC,https://www.cbc.ca/news/canada/hamilton/quinn-macdougall-police-shooting-inquest-filice-1.6370101
V2-0805,'They're not alone': Sister of Adam Sprague outraged by recent Orangeville jail cell overdose,The Midweek Banner,https://www.orangeville.com/news/they-re-not-alone-sister-of-adam-sprague-outraged-by-recent-orangeville-jail-cell-overdose/article_ef31cb63-9107-5e61-ad6d-5f63fd470da4.html
V2-0883,London man who died after arrest remembered as sports-loving free spirit,CBC,https://www.cbc.ca/news/canada/london/london-man-who-died-after-arrest-remembered-as-sports-loving-free-spirit-1.5900725
V2-0818,Inquest begins into death of man in police custody,CTV,https://www.ctvnews.ca/saskatoon/article/inquest-begins-into-death-of-man-in-police-custody/
V1-0399,London  Ont. police officer sentenced to 12 months in jail for death of Debra Chrisjohn,CBC,https://www.cbc.ca/news/canada/london/nicholas-doering-sentencing-1.5732615
V1-0602,Man subdued at Anicinabe Park identified  prompting First Nation leaders to call for 'accountability',Daily Miner and News,https://www.kenoraminerandnews.com/news/local-news/man-subdued-at-anicinabe-park-identified-prompting-first-nation-leaders-to-call-for-accountability
V1-0345,UPDATE: One man dead following police incident in Chilliwack,The Chilliwack Progress,https://www.theprogress.com/news/update-one-man-dead-following-police-incident-in-chilliwack-1840908
V1-0357,Family of Guelph man killed by police says he was 'deeply loved',Guelph Mercury Tribune,https://www.guelphmercury.com/news/family-of-guelph-man-killed-by-police-says-he-was-deeply-loved/article_899b9e2e-8b7f-5204-905e-643bf938d092.html
V2-0788,First flu  now teen's death in holding cell,Winnipeg Free Press,https://www.winnipegfreepress.com/local/2009/06/18/first-flu-now-teens-death-in-holding-cell
V2-0860,Police panel testifies at custody deaths inquest about intoxication resources,Orillia Today,https://www.orilliamatters.com/ontario-news/police-panel-testifies-at-custody-deaths-inquest-about-intoxication-resources-6022273
V2-0862,'Why did my brother have to die?' Hamilton woman asks at Barton jail inquest,CBC,https://www.cbc.ca/news/canada/hamilton/hamilton-jail-overdose-death-inquest-ryan-mckechnie-1.4616529
V2-0763,Italians seek answers in death of expatriate; Man died after being in Quebec police custody,Montreal Gazette,https://www.proquest.com/canadiannews/docview/434536500/DAB282DB47754EEEPQ/14?accountid=14771&sourcetype=Newspapers
V1-0186,Man in Edmonton dies after taser hit,The Globe and Mail,https://www.theglobeandmail.com/news/national/man-in-edmonton-dies-after-taser-hit/article20389279/
V1-0619,'Policing in Nunavik is broken': Inuit group wants change after latest fatal shooting,Winnipeg Sun,https://winnipegsun.com/pmn/policing-in-nunavik-is-broken-inuit-group-wants-change-after-latest-fatal-shooting
V1-0040,Jury rules on man's death; Excited delirium cited as cause Training on risks urged for police: [ONT Edition],Toronto Star,https://www.proquest.com/canadiannews/docview/438791740/1433533E416E437FPQ/4?accountid=14771&sourcetype=Newspapers
V1-0337,Mom pushes ahead with lawsuit against VicPD officers involved in son's death,North Shore News,https://www.nsnews.com/bc-news/mom-pushes-ahead-with-lawsuit-against-vicpd-officers-involved-in-sons-death-11011958
V1-0373,Man who died after being hit with an Edmonton police taser was to appear in court,The Edmonton Sun,https://edmontonsun.com/2015/12/10/man-who-died-after-being-hit-with-an-edmonton-police-taser-was-to-appear-in-court
V1-0116,Father of six killed by police,Winnipeg Free Press,https://www.proquest.com/canadiannews/docview/2545438126/DFE21E03147740E4PQ/5?accountid=14771&sourcetype=Newspapers
V2-0803,Date set for Horan inquest ; INQUEST: Man died in OPP custody,Sarnia Observer,https://www.proquest.com/canadiannews/docview/2216345134/450482623CDB4598PQ/9?accountid=14771&sourcetype=Newspapers
V2-0930,Suicide note found after jump from plane,The Globe and Mail,https://www.theglobeandmail.com/news/national/suicide-note-found-after-jump-from-plane/article25575400/
V1-0595,Protesters march for accountability in fatal shooting of 19-year-old by Winnipeg police,Global News,https://globalnews.ca/news/10256260/protesters-march-for-accountability-in-fatal-shooting-of-19-year-old-by-winnipeg-police/
V1-0407,Family of man who died in Toronto police Taser incident speaks out,Toronto Star,https://www.thestar.com/news/gta/family-of-man-who-died-in-toronto-police-taser-incident-speaks-out/article_be70934e-d776-54fd-af16-64c37aa38853.html
V1-0545,Cops cleared in fatal shooting of Burk's Falls woman,BayToday,https://www.baytoday.ca/city-police-beat/cops-cleared-in-fatal-shooting-of-burks-falls-woman-5731630
V2-0857,Heart failure  not excessive police force  blamed for 20-year-old's in-custody death,CBC,https://www.cbc.ca/news/canada/manitoba/heart-failure-iiu-death-1.4595803
V2-0877,'We just want answers': 100 Mile House man remembered for love of grandchildren  making others smile,100 Mile House Free Press,https://www.100milefreepress.net/news/we-just-want-answers-100-mile-house-man-remembered-for-love-of-grandchildren-making-others-smile-5431673
V1-0307,Coroner's inquest into fatal shooting of teen by Toronto police postponed,Toronto Sun,https://torontosun.com/news/local-news/coroners-inquest-into-fatal-shooting-of-teen-by-toronto-police-begins
V1-0143,Officers need to identify themselves  Hamilton inquest jury says,CBC,https://www.cbc.ca/news/canada/hamilton/officers-need-to-identify-themselves-hamilton-inquest-jury-says-1.1320336
V2-0816,Inquest set for March 3 in 2012 death at Duncan RCMP cells,The Times Colonist,https://www.timescolonist.com/local-news/inquest-set-for-march-3-in-2012-death-at-duncan-rcmp-cells-4604820
V1-0257,Family raising questions after fatal shooting in west Edmonton,Global News,https://www.globaltvedmonton.com/Family-raising-questions-after-fatal-shooting-west-Edmonton/4534886/story.html
V2-0929,Loved ones mourn man's death at London jail - the 22nd since 2009,The London Free Press,https://lfpress.com/news/local-news/loved-ones-mourn-mans-death-at-london-jail-the-22nd-since-2009
V1-0438,Friends and family mourn man fatally shot by RCMP in Gleichen,CTV,https://www.ctvnews.ca/calgary/article/friends-and-family-mourn-man-fatally-shot-by-rcmp-in-gleichen/
V1-0593,Grande Prairie man dead following police involved shooting - Alberta police watchdog investigating,Daily Herald-Tribune,https://www.dailyheraldtribune.com/news/grande-prairie-man-dead-rcmp-shooting
V1-0386,Montreal police officer to be charged with manslaughter in Montreal North shooting,Montreal Gazette,http://montrealgazette.com/news/local-news/montreal-police-officer-to-be-charged-with-manslaughter-in-montreal-north-shooting
V2-0683,'Heartbreaking:' Mother responds to inquest that detailed moments leading up to son's death,Stoney Creek News,https://www.thespec.com/news/canada/heartbreaking-mother-responds-to-inquest-that-detailed-moments-leading-up-to-son-s-death/article_d3a028a7-123b-523c-99c9-5b0ccde6da7a.html
V2-0945,Inquest into death of Casselman woman reveals complexities of Ontario's 911 system,The Ottawa Citizen,https://ottawacitizen.com/news/local-news/inquest-into-death-of-casselman-woman-reveals-complexities-of-ontarios-911-system
V1-0493,SIU IDs man shot during knife attack in Kingston  Ont.,CBC,https://www.cbc.ca/news/canada/ottawa/siu-id-assailant-shot-1.5283865
V2-0947,Woman dies at Winnipeg detox centre,CBC,https://www.cbc.ca/news/canada/manitoba/woman-dies-at-winnipeg-detox-centre-1.682018
V1-0448,'World stood still' for family of 21-year-old Cree man killed by Timmins police,CBC,https://www.cbc.ca/news/indigenous/joey-knapaysweet-family-timmins-police-death-1.4553181
V1-0560,Gunmen in Saanich bank shootout had goal 'to shoot and kill police officers': RCMP,CTV,https://www.ctvnews.ca/vancouver/article/gunmen-in-saanich-bank-shootout-had-goal-to-shoot-and-kill-police-officers-rcmp/
V1-0481,'Dozens' of gunshots fired in B.C. hostage stand-off  inquest hears,Nanaimo News Bulletin,https://www.nanaimobulletin.com/news/dozens-of-gunshots-fired-in-bc-hostage-stand-off-inquest-hears-7347485
V1-0440,Jury at Brydon Whitstone inquest offer 1 recommendation,Global News,https://globalnews.ca/news/4742344/jury-brydon-whitstone-inquest-recommendation/
V1-0515,Family of Chantel Moore outraged with decision to not charge officer who shot her,APTN News,https://www.aptnnews.ca/national-news/family-of-chantel-moore-outraged-with-decision-to-not-charge-officer-who-shot-her/
V2-0832,No indication man in custody was suicidal,The Province,https://www.proquest.com/canadiannews/docview/1654865003/1C8B0A2DAE3B44E7PQ/4?accountid=14771&sourcetype=Newspapers
V1-0655,Calgary police clear border service officers in Nigerian deportee's death,Toronto Star,https://www.thestar.com/calgary/calgary-police-clear-border-service-officers-in-nigerian-deportee-s-death/article_5fdfb61e-7ee0-574b-8db9-70ad574c7c52.html
V1-0171,Inquest looks into death,Kawartha Lakes This Week,https://www.thepeterboroughexaminer.com/news/inquest-looks-into-death/article_f7f74b66-a516-56a3-b0c7-1f94068b40f2.html
V1-0281,Cop cleared in fatal shooting of west-end man,CityNews,https://toronto.citynews.ca/2012/05/04/cop-cleared-in-fatal-shooting-of-west-end-man/
V2-0926,Inmates 'deserve to be safe': Death of Cornell Henry exposes security failings at Saskatoon jail,CBC,https://www.cbc.ca/news/canada/saskatoon/saskatoon-jail-beating-cornell-henry-nathan-ermine-court-1.5350960
V1-0056,Same method still in use; Despite Willey death  police continue to hog-tie suspects,Prince George Citizen,https://www.proquest.com/canadiannews/docview/818573847/A7498A6D0CA34FBFPQ/16?accountid=14771&sourcetype=Newspapers
V1-0405,Megeney asked to call his mother moments before fatal gunshots were fired  officer says,Saskatoon StarPhoenix,https://thestarphoenix.com/news/local-news/megeney-asked-to-call-his-mother-moments-before-fatal-gunshots-were-fired-officer-says
V2-0719,Two die separately in RCMP custody,Whitehorse Star,https://www.proquest.com/canadiannews/docview/362226959/62771837E0B746DCPQ/3?accountid=14771
V1-0470,SIU: No grounds to charge Hamilton police officer in shooting death of woman,Hamilton Spectator,https://www.thespec.com/news/crime/siu-no-grounds-to-charge-hamilton-police-officer-in-shooting-death-of-woman/article_119eed2d-b63a-5ddd-b357-161542e1fec0.html
V1-0033,RCMP get Taser stun gun,Winnipeg Free Press,https://www.proquest.com/canadiannews/docview/2545240482/3ADA4041CC4E42D9PQ/1?accountid=14771&sourcetype=Newspapers
V1-0111,Man fatally shot by police was 'solid kid',Toronto Star,https://www.pressreader.com/canada/toronto-star/20051021/282587373372415
V1-0320,Quebec officer convicted of manslaughter,Brock Citizen,https://www.durhamregion.com/news/quebec-officer-convicted-of-manslaughter/article_4fb2aa8f-42db-5a45-8117-9c7e1f984854.html
V2-0851,Death ruled natural after stay in police cells,The Times Colonist,https://www.timescolonist.com/local-news/death-ruled-natural-after-stay-in-police-cells-4662191
V1-0160,Subdued with Taser  pepper spray and baton  B.C. man dies in hospital,CBC,https://www.cbc.ca/news/canada/subdued-with-taser-pepper-spray-and-baton-b-c-man-dies-in-hospital-1.677261
V1-0180,ANALYSIS: Policing is Racist and Colonial Violence,Media Co-op,https://mediacoop.ca/story/policing-violence-racism-and-colonialism-criminali/37140
V2-0738,Inquest cites gender issues  video glitch,Kingston Whig-Standard,https://www.proquest.com/canadiannews/docview/2774211422/10D1936AD3EA4F1APQ/4?accountid=14771&sourcetype=Newspapers
V2-0784,RCMP clears itself in Silverfox death,Yukon News,https://www.yukon-news.com/news/rcmp-clears-itself-in-silverfox-death-6982427
V1-0640,'Why was he in a maximum-security prison?' Advocates want answers on immigration detainee's death in custody,Toronto Star,https://www.thestar.com/news/canada/why-was-he-in-a-maximum-security-prison-advocates-want-answers-on-immigration-detainee-s/article_b71afea2-c8c3-5a51-91d8-4e821b808b22.html
V1-0001,Gun-wielding man wanted police to fire  inquest told,The Globe and Mail,https://www.theglobeandmail.com/news/national/gun-wielding-man-wanted-police-to-fire-inquest-told/article18292034/
V1-0540,Man shot dead by RCMP near High Prairie led police on 24-hour manhunt  police watchdog says,CBC,https://www.cbc.ca/news/canada/edmonton/man-shot-by-rcmp-high-prairie-police-on-24-hour-manhunt-1.6074770
V2-0758,Man dies in police custody; Victim arrested for public intoxication,Calgary Herald,https://www.proquest.com/canadiannews/docview/245523586/774348D5F5B5416BPQ/3?accountid=14771&sourcetype=Newspapers
V2-0861,Inquest finds woman died of natural causes in custody at Indian Head RCMP detachment,CTV,https://www.ctvnews.ca/regina/article/inquest-finds-woman-died-of-natural-causes-in-custody-at-indian-head-rcmp-detachment/
V2-0833,Maskwacis woman's death while in police custody probed,CBC,https://www.cbc.ca/news/canada/edmonton/maskwacis-woman-s-death-while-in-police-custody-probed-1.2611627
V1-0321,Alain Magloire was in 'attack position ' says officer who shot him,CBC,https://www.cbc.ca/news/canada/montreal/alain-magloire-was-in-attack-position-says-officer-who-shot-him-1.2902110
V1-0381,Shooting of mentally ill man by police was justified  says SIU,CBC,https://www.cbc.ca/news/canada/toronto/devon-lafleur-police-shooting-1.4147585
V1-0073,Taser use queried in man's death,Times-Colonist,https://www.proquest.com/canadiannews/docview/347962263/6CD99BC3B7E842B3PQ/15?accountid=14771
V2-0942,Russell Spence's mother calls for answers 1 year after son's death in Winnipeg remand centre,CBC,https://www.cbc.ca/news/canada/manitoba/russell-spence-vigil-remand-death-1.4359346
V2-0851,Coroner's inquest due for 2016 death of man in Saanich,Victoria News,https://www.vicnews.com/news/coroners-inquest-due-for-2016-death-of-man-in-saanich-2-37194
V1-0369,No charges in death of barricaded Toronto man,Cambridge Times,https://www.cambridgetimes.ca/news/no-charges-in-death-of-barricaded-toronto-man/article_901e7ae8-b951-5bf4-b161-316fb78cf2ad.html
V1-0365,Myles Gray's mother says conclusion of B.C. coroner's inquest marks end of chapter,The Vancouver Sun,https://vancouversun.com/news/local-news/myles-grays-mother-says-conclusion-of-b-c-coroners-inquest-marks-end-of-chapter
V2-0867,Officers who supervised inmate before his death testify in inquest,paNOW,https://panow.com/2019/12/04/officers-who-supervised-inmate-before-his-death-testify-in-inquest/
V1-0561,Saanich  B.C.  bank shooting motive may never be known  says criminologist,CTV,https://www.ctvnews.ca/vancouver/vancouver-island/article/saanich-bc-bank-shooting-motive-may-never-be-known-says-criminologist/
V1-0187,Calgary police who fired taser not at fault in man's death: agency,The Globe and Mail,https://www.theglobeandmail.com/news/national/calgary-police-who-fired-taser-not-at-fault-in-mans-death-agency/article4085274/
V1-0201,Southern Alberta man dies after RCMP use Taser,CBC,https://www.cbc.ca/news/canada/calgary/southern-alberta-man-dies-after-rcmp-use-taser-1.841706
V1-0490,No charges recommended against police who fatally shot B.C. man with schizophrenia,CBC,https://www.cbc.ca/news/canada/british-columbia/iio-bc-report-kyaw-naing-din-1.5737398
V1-0273,Police shootings inquest: Mentally ill woman convinced she was doomed  psychiatrist testifies,Toronto Star,https://www.thestar.com/news/crime/police-shootings-inquest-mentally-ill-woman-convinced-she-was-doomed-psychiatrist-testifies/article_2e951cb2-ffde-5732-a8c8-2f73b32346f7.html
V1-0279,Victim missed court appearance hours before being shot by police,Hamilton Spectator,http://www.thespec.com/news-story/2233242-victim-missed-court-appearance-hours-before-being-shot-by-police/
V2-0781,Peel officers cleared in Ontario Taser death,CBC,https://www.cbc.ca/news/canada/toronto/peel-officers-cleared-in-ontario-taser-death-1.800175
V1-0584,'We are devastated': Brampton man in mental health crisis dies after Peel police respond to 911 call for help,Brampton Guardian,https://www.bramptonguardian.com/news/we-are-devastated-brampton-man-in-mental-health-crisis-dies-after-peel-police-respond-to/article_36c72b87-9422-5ed0-ae6e-fc25e1885fee.html
V1-0495,Black man with mental illness obeyed police order to lie on the ground before he was Tasered  report reveals,CBC,https://www.cbc.ca/news/canada/toronto/black-mentally-ill-tasered-clive-mensah-1.5872153
V1-0512,The cop and the killer: How a Mountie tried for years to use Nova Scotia's eventual mass killer as a source,Toronto Star,https://www.thestar.com/news/canada/the-cop-and-the-killer-how-a-mountie-tried-for-years-to-use-nova-scotia/article_a57ca5ff-793a-55cc-b94a-f609123c6081.html
V1-0610,Family of man who died in RCMP chase say he's not 'just another dead Indian at the hands of the police',CBC,https://www.cbc.ca/news/canada/saskatoon/sirt-investigating-rcmp-fishing-lake-joseph-desjarlais-1.7336422
V2-0753,No blame in case of fatal cocaine overdose during RCMP traffic stop,Moose Jaw Times Herald,https://www.proquest.com/canadiannews/docview/2003239802/4737430CE2FA4519PQ/3?accountid=14771
V1-0495,No criminal charges for officers in death of Black man with mental illness Tasered in own backyard,CBC,https://www.cbc.ca/news/canada/toronto/clive-mensah-black-man-taser-peel-police-1.5967692
V2-0719,Mountie pleads not guilty after fatal 2003 crash,Whitehorse Star,https://www.proquest.com/canadiannews/docview/362251565/62771837E0B746DCPQ/5?accountid=14771
V1-0345,Man suspected of stabbing dog dies after being Tasered by Chilliwack RCMP,Global News,https://globalnews.ca/news/1826143/man-suspected-of-stabbing-dog-dies-in-police-custody-iio/
V1-0575,Did police fail Bobby Ramroop? Why a Toronto man's family has been left with anguish - and hauntingly familiar questions,Toronto Star,https://www.thestar.com/news/gta/did-police-fail-bobby-ramroop-why-a-toronto-mans-family-has-been-left-with-anguish/article_5a816046-4b87-11ef-a298-dfa9ea5637b4.html
V1-0574,What we know about suspected Innisfil police killer Chris Doncaster,CTV,https://www.ctvnews.ca/toronto/article/what-we-know-about-suspected-innisfil-police-killer-chris-doncaster/
V1-0230,Taser killed Ontario man: SIU,CBC,https://www.cbc.ca/news/canada/toronto/taser-killed-ontario-man-siu-1.902422
V1-0319,Surrey man identified as victim of police-involved shooting last Friday,Global News,https://globalnews.ca/news/1094898/surrey-man-identified-as-victim-of-police-involved-shooting-last-friday/
V1-0442,Review finds charges not warranted in fatal police shooting of Manitoba man,Winnipeg Sun,https://www.proquest.com/canadiannews/docview/2168982645/29DE5D32EBEF4598PQ/112?accountid=14771&sourcetype=Blogs,%20Podcasts,%20&%20Websites
V1-0540,Armed and dangerous suspect dead following Alberta Mounties' search,CTV,https://www.ctvnews.ca/edmonton/article/armed-and-dangerous-suspect-dead-following-alberta-mounties-search/
V1-0285,Inquest to probe April 2012 death of Peter Lumanglas,CBC,https://www.cbc.ca/news/canada/toronto/inquest-to-probe-april-2012-death-of-peter-lumanglas-1.2517686
V1-0399,"Why didn't police take her to the hospital" despite charges  Debra Chrisjohn's family still has questions about her death,APTN News,https://www.aptnnews.ca/national-news/why-didnt-police-take-her-to-the-hospital-despite-charges-debra-chrisjohns-family-still-has-questions-about-her-death/
V1-0165,Five police shots hit Dustyhorn  pathologist tells coroner's inquest,CBC,https://www.cbc.ca/news/canada/saskatchewan/five-police-shots-hit-dustyhorn-pathologist-tells-coroner-s-inquest-1.862345
V2-0909,New evidence alters plan for inquest into three custody deaths,The London Free Press,https://lfpress.com/news/local-news/new-evidence-alters-plan-for-inquest-into-three-custody-deaths
V1-0237,Inquest hears 911 call that preceded fatal police shooting,CBC,https://www.cbc.ca/news/canada/toronto/inquest-hears-911-call-that-preceded-fatal-police-shooting-1.2129651
V1-0268,Officers cleared in death of a 'gentle giant',Toronto.com,https://www.toronto.com/news/officers-cleared-in-death-of-a-gentle-giant/article_0e79fe35-45fa-5cd3-9a93-7fe0bcc1b5e1.html
V1-0018,Officers' versions of events differ,Windsor Star,https://www.proquest.com/canadiannews/docview/254408916/9228828E3B2A487BPQ/9?accountid=14771&sourcetype=Newspapers
V1-0392,Police watchdog called to officer-involved shooting death in Nanaimo,CBC,https://www.cbc.ca/news/canada/british-columbia/police-involved-shooting-1.3634957
V2-0938,Jury calls for end to segregation of mentally ill inmates,CBC,https://www.cbc.ca/news/canada/ottawa/provincial-jail-suicide-solitary-confinement-1.4948907
V1-0188,Two dead after children's party,Hamilton Spectator,https://www.thespec.com/news/two-dead-after-childrens-party/article_35fa7acb-c4b8-5f8b-86f4-88ada770bb82.html
V2-0812,RCMP watchdog probes Alberta in-custody death,CBC,https://www.cbc.ca/news/canada/edmonton/rcmp-watchdog-probes-alberta-in-custody-death-1.1050378
V1-0334,'Everybody can be radicalized': How an everyday Canadian stunned the country as a terrorist,Calgary Herald,https://calgaryherald.com/news/national/9999-lang-how-radicalize
V1-0426,Family of Montreal man fatally shot by police sues over 'brutal' intervention,CBC,https://www.cbc.ca/news/canada/montreal/montreal-video-police-shooting-rcmp-coriolan-1.4523348
V2-0955,More tests needed into jail death,Kamloops Daily News,https://www.proquest.com/canadiannews/docview/358259951/74283A72D18A478EPQ/31?accountid=14771&sourcetype=Newspapers
V1-0449,Inquest scheduled for man who died after an interaction with North Bay police,BayToday,https://www.baytoday.ca/local-news/inquest-scheduled-for-man-who-died-after-an-interaction-with-north-bay-police-5989679
V1-0399,London  Ont.  police officer guilty in death of First Nations woman,CBC,https://www.cbc.ca/news/canada/london/london-ontario-debra-chrisjohn-police-nicholas-doering-verdict-1.5344317
V1-0409,Calgary police officers 'acted responsibly' in 2016 fatal shooting of suspect: ASIRT,Global News,https://globalnews.ca/news/4667521/calgary-police-2016-fatal-shooting-asirt/
V1-0592,Sister confirms identity of man killed by Revelstoke RCMP,Grand Forks Gazette,https://www.grandforksgazette.ca/news/identity-of-man-killed-by-police-in-revelstoke-confirmed-by-sister-4996669
V1-0490,Sister of Lower Mainland police shooting victim disappointed recommendations not more specific,Aldergrove Star,https://www.aldergrovestar.com/news/sister-of-lower-mainland-police-shooting-victim-disappointed-recommendations-not-more-specific-2254204
V1-0379,New charge against Toronto cop accused in teen's suicide,Toronto Star,https://www.thestar.com/news/gta/new-charge-against-toronto-cop-accused-in-teen-s-suicide/article_0ff04ce0-8aec-56ee-b6a0-bc68067e8b18.html
V1-0440,Coroner's inquest called into death of Brydon Whitstone  Sask. man shot by RCMP,CBC,https://www.cbc.ca/news/canada/saskatoon/brydon-whitstone-rcmp-shooting-inquest-1.4790487
V1-0178,Confrontation with city police ends in Tasered man's death,Winnipeg Free Press,https://www.proquest.com/canadiannews/docview/752205266/ED150697399F4944PQ/3?accountid=14771&sourcetype=Newspapers
V1-0569,SIRT clears Halifax police officer who shot and killed Dartmouth man,Halifax Examiner,https://www.halifaxexaminer.ca/policing/sirt-clears-halifax-police-officer-who-shot-and-killed-dartmouth-man/
V1-0222,Subdued service for Preston,Red Deer Advocate,https://www.reddeeradvocate.com/national-news/subdued-service-for-preston-7024764
V1-0542,IIO has 'reasonable grounds' to believe 3 RCMP officers involved in Jared Lowndes death may have committed offences,CHEK News,https://cheknews.ca/iio-has-reasonable-grounds-to-believe-3-rcmp-officers-involved-in-jared-lowndes-death-may-have-committed-offences-1174881/
V1-0618,Questions emerge about level of force used in Montreal police intervention that preceded man's death,CityNews,https://montreal.citynews.ca/2025/04/07/march-montreal-honours-abisay-cruz/
V1-0541,Public inquest begins into death of man shot by police in altercation on George Gordon First Nation,Global News,https://globalnews.ca/news/9968513/public-inquest-death-ray-bitternose-shot-by-police-george-gordon-first-nation/
V1-0183,Mounties invited to carry coffin of man they shot,Toronto Star,https://www.thestar.com/news/canada/mounties-invited-to-carry-coffin-of-man-they-shot/article_f9a91247-78ca-57e2-88a7-13847ae5603b.html
V2-0853,Ambulance design changes urged after B.C. man falls out  dies,The Vernon Morning Star,https://www.vernonmorningstar.com/news/ambulance-design-changes-urged-after-b-c-man-falls-out-dies-3271129
V1-0634,Salluit assault victim  48  killed by police vehicle; BEI investigates,Nunatsiaq News,https://nunatsiaq.com/stories/article/salluit-assault-victim-killed-by-police-vehicle-eight-investigators-fly-to-community/
V2-0846,Testimony wraps in inquest into death of Saskatoon man in police custody,CTV,https://www.ctvnews.ca/saskatoon/article/testimony-wraps-in-inquest-into-death-of-saskatoon-man-in-police-custody/
V1-0196,RCMP shoot man dead as Taser fails: [1],The Province,https://www.proquest.com/canadiannews/docview/269585586/4F9316B3D92A4DC3PQ/18?accountid=14771&sourcetype=Newspapers
V1-0479,'It's devastating': South Sudanese condemn fatal police shooting of man with mental health issues,CBC,https://www.cbc.ca/news/canada/manitoba/man-shot-police-south-sudanese-community-1.5032314
V1-0076,3 officers cleared in killing of man at park: [ONT Edition],Toronto Star,https://www.proquest.com/canadiannews/docview/438756078/BC4B73913A0D4551PQ/19?accountid=14771&sourcetype=Newspapers
V2-0674,Former Shelburne man dies in police custody,PNI Atlantic News,https://www.saltwire.com/atlantic-canada/updateformer-shelburne-man-dies-in-police-custody-93644
V1-0216,Montreal man shot by police near movie theatre identified,Toronto Star,https://www.thestar.com/news/gta/montreal-man-shot-by-police-near-movie-theatre-identified/article_ee25a5f2-1385-5f0e-8c73-f4b170171e59.html
V1-0302,Inquest called into death of man in police custody,Owen Sound Sun Times,https://global-factiva-com.myaccess.library.utoronto.ca/redir/default.aspx?P=sa&an=OWNSST0020141030eaau00007&drn=drn%3aarchive.newsarticle.OWNSST0020141030eaau00007&cat=a&ep=ASE
V1-0357,Brandon Scott Duncan  killed by police  was 'opposite of aggressive',CBC,https://www.cbc.ca/news/canada/kitchener-waterloo/brandon-scott-duncan-killed-by-police-was-opposite-of-aggressive-1.3089015
V2-0688,Jury in Kugluktuk coroner's inquest rules death accidental  makes recommendations around prisoner protection,CBC,https://www.cbc.ca/news/canada/north/kugluktuk-inquest-recommendations-1.6445162
V1-0399,London cop's jail sentence in custody death lauded by victim's kin  decried by fellow officers,The London Free Press,https://lfpress.com/news/local-news/london-police-officer-sentenced-to-jail-over-womans-in-custody-death
V1-0268,Vigil held for disabled man who died in arrest,CBC,https://www.cbc.ca/news/canada/toronto/vigil-held-for-disabled-man-who-died-in-arrest-1.988780
V1-0443,Ontario announces inquest into death of 25-year-old man killed following 2017 hostage situation in Vaughan,CTV,https://www.ctvnews.ca/toronto/article/ontario-announces-inquest-into-death-of-25-year-old-man-killed-following-2017-hostage-situation-in-vaughan/
V1-0567,Brother of man shot by Windsor police 4 years ago says solutions needed,CBC,https://www.cbc.ca/news/canada/windsor/windsor-police-shooting-allan-andkilde-matthew-maloney-1.6553524
V1-0325,Brampton courthouse shooter's actions baffle his friends,Burlington Post,https://www.insidehalton.com/news/brampton-courthouse-shooter-s-actions-baffle-his-friends/article_beccf6e7-6777-5959-bdb8-7f17f9596007.html
V1-0186,Man dies after Calgary police use Taser,Toronto Star,https://www.thestar.com/news/canada/2008/11/03/man_dies_after_calgary_police_use_taser.html
V1-0027,Robbery suspect dies in hospital,Cambridge Reporter,https://www.proquest.com/canadiannews/docview/355678201/EF182F438D3F4D06PQ/2?accountid=14771&sourcetype=Newspapers
V1-0554,Sudanese community remembers man shot and killed by Calgary police as kind  humble person,Global News,https://globalnews.ca/news/8634723/calgary-police-shoot-kill-latjor-tuel/
V1-0083,Reader 'horrified' by Truscott photo,Kingston Whig-Standard,https://www.proquest.com/canadiannews/docview/352746870/8918D4395BD64E1APQ/14?accountid=14771&sourcetype=Newspapers
V1-0399,SIU probe into death of 39-year-old woman results in charges against London police officer  OPP officer,Global News,https://globalnews.ca/news/3596857/siu-probe-into-death-of-debra-chrisjohn-results-in-charges-against-london-police-officer-opp-officer/
V2-0817,Inquest: Strict protocols needed for care of intoxicated patients after Ontario woman's death,National Post,https://nationalpost.com/news/protocols-needed-for-care-of-intoxicated-patients-after-ontario-womans-death-inquest
V1-0538,Crown recommends no charges against Edmonton police officer who fatally shot unarmed man,Edmonton Journal,https://edmontonjournal.com/news/local-news/crown-recommends-no-charges-against-edmonton-police-officer
V2-0864,Quebec police watchdog investigating man's death in Waskaganish,CBC,https://www.cbc.ca/news/canada/north/bei-investigating-waskaganish-1.4474920
V1-0268,SIU clears police in death of mentally challenged man,CityNews,https://toronto.citynews.ca/2012/01/18/siu-clears-police-in-death-of-mentally-challenged-man/
V1-0185,Man dies after RCMP attempt to subdue him with taser,The Globe and Mail,https://www.theglobeandmail.com/news/national/man-dies-after-rcmp-attempt-to-subdue-him-with-taser/article660387/
V2-0788,Coroner's inquests called into three deaths,Winnipeg Free Press,https://www.winnipegfreepress.com/local/2010/01/30/coroners-inquests-called-into-three-deaths
V1-0344,Coroner's inquest called in fatal Castlegar police shooting,Arrow Lakes News,https://www.arrowlakesnews.com/news/coroners-inquest-called-in-fatal-castlegar-police-shooting/
V1-0278,Toronto officer who shot Michael Eligon feared for his life,CBC,https://www.cbc.ca/news/canada/toronto/toronto-officer-who-shot-michael-eligon-feared-for-his-life-1.2448192
